,Time tweeted,Username,Tweet,Punct_Tweet,Tokenize_Tweet,nonStopWordsTweet,StemmedTweets,LemmantizeTweets
10,2020-10-23 02:52:27,Maggie Stephens,@craigadavissr @Mike_Pence @realDonaldTrump And we thank you for your service. Trump is just disrespectful all arou… https://t.co/Bt9iwD7jaZ,craigadavissr MikePence realDonaldTrump And we thank you for your service Trump is just disrespectful all arou… httpstcoBtiwDjaZ,"['craigadavissr', 'mikepence', 'realdonaldtrump', 'and', 'we', 'thank', 'you', 'for', 'your', 'service', 'trump', 'is', 'just', 'disrespectful', 'all', 'arou', 'httpstcobtiwdjaz']","['craigadavissr', 'mikepence', 'realdonaldtrump', 'thank', 'service', 'trump', 'disrespectful', 'arou', 'httpstcobtiwdjaz']","['craigadavissr', 'mikep', 'realdonaldtrump', 'thank', 'servic', 'trump', 'disrespect', 'arou', 'httpstcobtiwdjaz']","['craigadavissr', 'mikepence', 'realdonaldtrump', 'thank', 'service', 'trump', 'disrespectful', 'arou', 'httpstcobtiwdjaz']"
11,2020-10-23 02:50:26,Dylan Patti 🇺🇲,President Trump took notes from Vice President Pence on how to debate and Biden took notes from Harris. And the res… https://t.co/8aFbCU2Yor,President Trump took notes from Vice President Pence on how to debate and Biden took notes from Harris And the res… httpstcoaFbCUYor,"['president', 'trump', 'took', 'notes', 'from', 'vice', 'president', 'pence', 'on', 'how', 'to', 'debate', 'and', 'biden', 'took', 'notes', 'from', 'harris', 'and', 'the', 'res', 'httpstcoafbcuyor']","['president', 'trump', 'took', 'notes', 'vice', 'president', 'pence', 'debate', 'biden', 'took', 'notes', 'harris', 'res', 'httpstcoafbcuyor']","['presid', 'trump', 'took', 'note', 'vice', 'presid', 'penc', 'debat', 'biden', 'took', 'note', 'harri', 're', 'httpstcoafbcuyor']","['president', 'trump', 'took', 'note', 'vice', 'president', 'penny', 'debate', 'biden', 'took', 'note', 'harris', 're', 'httpstcoafbcuyor']"
12,2020-10-23 02:50:26,Caitybug♿️💗💛💙,"RT @phantasytracob: once again want to say:
i hate harris
i hate pence
i hate biden
i hate trump
but #BidenHarris2020","RT phantasytracob once again want to say
i hate harris
i hate pence
i hate biden
i hate trump
but BidenHarris","['rt', 'phantasytracob', 'once', 'again', 'want', 'to', 'say', 'i', 'hate', 'harris', 'i', 'hate', 'pence', 'i', 'hate', 'biden', 'i', 'hate', 'trump', 'but', 'bidenharris']","['rt', 'phantasytracob', 'want', 'say', 'hate', 'harris', 'hate', 'pence', 'hate', 'biden', 'hate', 'trump', 'bidenharris']","['rt', 'phantasytracob', 'want', 'say', 'hate', 'harri', 'hate', 'penc', 'hate', 'biden', 'hate', 'trump', 'bidenharri']","['rt', 'phantasytracob', 'want', 'say', 'hate', 'harris', 'hate', 'penny', 'hate', 'biden', 'hate', 'trump', 'bidenharris']"
13,2020-10-23 02:49:36,Kelli Fay-Wolfe,"RT @P0l1t1csAsUsual: Whose mind was changed tonight?
#poll #PresidentialDebate #PresidentialDebate2020 #Trump #Biden #Harris #Pence #electi…","RT PltcsAsUsual Whose mind was changed tonight
poll PresidentialDebate PresidentialDebate Trump Biden Harris Pence electi…","['rt', 'pltcsasusual', 'whose', 'mind', 'was', 'changed', 'tonight', 'poll', 'presidentialdebate', 'presidentialdebate', 'trump', 'biden', 'harris', 'pence', 'electi', '']","['rt', 'pltcsasusual', 'whose', 'mind', 'changed', 'tonight', 'poll', 'presidentialdebate', 'presidentialdebate', 'trump', 'biden', 'harris', 'pence', 'electi', '']","['rt', 'pltcsasusu', 'whose', 'mind', 'chang', 'tonight', 'poll', 'presidentialdeb', 'presidentialdeb', 'trump', 'biden', 'harri', 'penc', 'electi', '']","['rt', 'pltcsasusual', 'whose', 'mind', 'changed', 'tonight', 'poll', 'presidentialdebate', 'presidentialdebate', 'trump', 'biden', 'harris', 'penny', 'electi', '']"
14,2020-10-23 02:49:35,⚡️samu,#Debates2020 Mike pence destrozo a Kamala Harris y hoy trump se impuso claramente ante Biden. Si en el primer debat… https://t.co/6J0g7lPmdL,Debates Mike pence destrozo a Kamala Harris y hoy trump se impuso claramente ante Biden Si en el primer debat… httpstcoJglPmdL,"['debates', 'mike', 'pence', 'destrozo', 'a', 'kamala', 'harris', 'y', 'hoy', 'trump', 'se', 'impuso', 'claramente', 'ante', 'biden', 'si', 'en', 'el', 'primer', 'debat', 'httpstcojglpmdl']","['debates', 'mike', 'pence', 'destrozo', 'kamala', 'harris', 'hoy', 'trump', 'se', 'impuso', 'claramente', 'ante', 'biden', 'si', 'en', 'el', 'primer', 'debat', 'httpstcojglpmdl']","['debat', 'mike', 'penc', 'destrozo', 'kamala', 'harri', 'hoy', 'trump', 'se', 'impuso', 'clarament', 'ant', 'biden', 'si', 'en', 'el', 'primer', 'debat', 'httpstcojglpmdl']","['debate', 'mike', 'penny', 'destrozo', 'kamala', 'harris', 'hoy', 'trump', 'se', 'impuso', 'claramente', 'ante', 'biden', 'si', 'en', 'el', 'primer', 'debat', 'httpstcojglpmdl']"
15,2020-10-23 02:49:30,Yudelis Castro,"RT @teleSURtv: Para las próximas elecciones en #EEUU🇺🇸 existen 30 candidatos, sin embargo la atención se centra directamente en las fórmula…",RT teleSURtv Para las próximas elecciones en EEUU🇺🇸 existen  candidatos sin embargo la atención se centra directamente en las fórmula…,"['rt', 'telesurtv', 'para', 'las', 'próximas', 'elecciones', 'en', 'eeuu', 'existen', 'candidatos', 'sin', 'embargo', 'la', 'atención', 'se', 'centra', 'directamente', 'en', 'las', 'fórmula', '']","['rt', 'telesurtv', 'para', 'las', 'próximas', 'elecciones', 'en', 'eeuu', 'existen', 'candidatos', 'sin', 'embargo', 'la', 'atención', 'se', 'centra', 'directamente', 'en', 'las', 'fórmula', '']","['rt', 'telesurtv', 'para', 'la', 'próxima', 'eleccion', 'en', 'eeuu', 'existen', 'candidato', 'sin', 'embargo', 'la', 'atención', 'se', 'centra', 'directament', 'en', 'la', 'fórmula', '']","['rt', 'telesurtv', 'para', 'la', 'próximas', 'elecciones', 'en', 'eeuu', 'existen', 'candidatos', 'sin', 'embargo', 'la', 'atención', 'se', 'centrum', 'directamente', 'en', 'la', 'fórmula', '']"
16,2020-10-23 02:47:45,Rosie,"RT @Alert_System1: So, who is winning?

  #Election2020         #Debates2020         #BidenHarris #Biden #Trump  #TrumpPence #poll #Electio…","RT AlertSystem So who is winning

  Election         Debates         BidenHarris Biden Trump  TrumpPence poll Electio…","['rt', 'alertsystem', 'so', 'who', 'is', 'winning', 'election', 'debates', 'bidenharris', 'biden', 'trump', 'trumppence', 'poll', 'electio', '']","['rt', 'alertsystem', 'winning', 'election', 'debates', 'bidenharris', 'biden', 'trump', 'trumppence', 'poll', 'electio', '']","['rt', 'alertsystem', 'win', 'elect', 'debat', 'bidenharri', 'biden', 'trump', 'trumppenc', 'poll', 'electio', '']","['rt', 'alertsystem', 'winning', 'election', 'debate', 'bidenharris', 'biden', 'trump', 'trumppence', 'poll', 'electio', '']"
17,2020-10-23 02:47:26,Gio Sasso,"RT @pyz30: Cualquiera sea el tema, Trump tiene una sola estrategia: lanzar una espesa selva de mentiras e injurias. Y luego las repite tant…",RT pyz Cualquiera sea el tema Trump tiene una sola estrategia lanzar una espesa selva de mentiras e injurias Y luego las repite tant…,"['rt', 'pyz', 'cualquiera', 'sea', 'el', 'tema', 'trump', 'tiene', 'una', 'sola', 'estrategia', 'lanzar', 'una', 'espesa', 'selva', 'de', 'mentiras', 'e', 'injurias', 'y', 'luego', 'las', 'repite', 'tant', '']","['rt', 'pyz', 'cualquiera', 'sea', 'el', 'tema', 'trump', 'tiene', 'una', 'sola', 'estrategia', 'lanzar', 'una', 'espesa', 'selva', 'de', 'mentiras', 'e', 'injurias', 'luego', 'las', 'repite', 'tant', '']","['rt', 'pyz', 'cualquiera', 'sea', 'el', 'tema', 'trump', 'tien', 'una', 'sola', 'estrategia', 'lanzar', 'una', 'espesa', 'selva', 'de', 'mentira', 'e', 'injuria', 'luego', 'la', 'repit', 'tant', '']","['rt', 'pyz', 'cualquiera', 'sea', 'el', 'tema', 'trump', 'tiene', 'una', 'sola', 'estrategia', 'lanzar', 'una', 'espesa', 'selva', 'de', 'mentiras', 'e', 'injurias', 'luego', 'la', 'repite', 'tant', '']"
18,2020-10-23 02:45:32,Darvy Jesus Flores G,"RT @teleSURtv: Para las próximas elecciones en #EEUU🇺🇸 existen 30 candidatos, sin embargo la atención se centra directamente en las fórmula…",RT teleSURtv Para las próximas elecciones en EEUU🇺🇸 existen  candidatos sin embargo la atención se centra directamente en las fórmula…,"['rt', 'telesurtv', 'para', 'las', 'próximas', 'elecciones', 'en', 'eeuu', 'existen', 'candidatos', 'sin', 'embargo', 'la', 'atención', 'se', 'centra', 'directamente', 'en', 'las', 'fórmula', '']","['rt', 'telesurtv', 'para', 'las', 'próximas', 'elecciones', 'en', 'eeuu', 'existen', 'candidatos', 'sin', 'embargo', 'la', 'atención', 'se', 'centra', 'directamente', 'en', 'las', 'fórmula', '']","['rt', 'telesurtv', 'para', 'la', 'próxima', 'eleccion', 'en', 'eeuu', 'existen', 'candidato', 'sin', 'embargo', 'la', 'atención', 'se', 'centra', 'directament', 'en', 'la', 'fórmula', '']","['rt', 'telesurtv', 'para', 'la', 'próximas', 'elecciones', 'en', 'eeuu', 'existen', 'candidatos', 'sin', 'embargo', 'la', 'atención', 'se', 'centrum', 'directamente', 'en', 'la', 'fórmula', '']"
19,2020-10-23 02:45:18,g,"@its_the_Cosmo @TKoppe22 @AOC .... and did it cost Obama the presidency?

This cycle, the right claimed trump would… https://t.co/W3sjCQEfaU","itstheCosmo TKoppe AOC  and did it cost Obama the presidency

This cycle the right claimed trump would… httpstcoWsjCQEfaU","['itsthecosmo', 'tkoppe', 'aoc', 'and', 'did', 'it', 'cost', 'obama', 'the', 'presidency', 'this', 'cycle', 'the', 'right', 'claimed', 'trump', 'would', 'httpstcowsjcqefau']","['itsthecosmo', 'tkoppe', 'aoc', 'cost', 'obama', 'presidency', 'cycle', 'right', 'claimed', 'trump', 'would', 'httpstcowsjcqefau']","['itsthecosmo', 'tkopp', 'aoc', 'cost', 'obama', 'presid', 'cycl', 'right', 'claim', 'trump', 'would', 'httpstcowsjcqefau']","['itsthecosmo', 'tkoppe', 'aoc', 'cost', 'obama', 'presidency', 'cycle', 'right', 'claimed', 'trump', 'would', 'httpstcowsjcqefau']"
20,2020-10-23 02:44:48,Hilaria,"RT @teleSURtv: Para las próximas elecciones en #EEUU🇺🇸 existen 30 candidatos, sin embargo la atención se centra directamente en las fórmula…",RT teleSURtv Para las próximas elecciones en EEUU🇺🇸 existen  candidatos sin embargo la atención se centra directamente en las fórmula…,"['rt', 'telesurtv', 'para', 'las', 'próximas', 'elecciones', 'en', 'eeuu', 'existen', 'candidatos', 'sin', 'embargo', 'la', 'atención', 'se', 'centra', 'directamente', 'en', 'las', 'fórmula', '']","['rt', 'telesurtv', 'para', 'las', 'próximas', 'elecciones', 'en', 'eeuu', 'existen', 'candidatos', 'sin', 'embargo', 'la', 'atención', 'se', 'centra', 'directamente', 'en', 'las', 'fórmula', '']","['rt', 'telesurtv', 'para', 'la', 'próxima', 'eleccion', 'en', 'eeuu', 'existen', 'candidato', 'sin', 'embargo', 'la', 'atención', 'se', 'centra', 'directament', 'en', 'la', 'fórmula', '']","['rt', 'telesurtv', 'para', 'la', 'próximas', 'elecciones', 'en', 'eeuu', 'existen', 'candidatos', 'sin', 'embargo', 'la', 'atención', 'se', 'centrum', 'directamente', 'en', 'la', 'fórmula', '']"
21,2020-10-23 02:44:44,Politics As Usual,"Whose mind was changed tonight?
#poll #PresidentialDebate #PresidentialDebate2020 #Trump #Biden #Harris #Pence #election2020 #Debates2020","Whose mind was changed tonight
poll PresidentialDebate PresidentialDebate Trump Biden Harris Pence election Debates","['whose', 'mind', 'was', 'changed', 'tonight', 'poll', 'presidentialdebate', 'presidentialdebate', 'trump', 'biden', 'harris', 'pence', 'election', 'debates']","['whose', 'mind', 'changed', 'tonight', 'poll', 'presidentialdebate', 'presidentialdebate', 'trump', 'biden', 'harris', 'pence', 'election', 'debates']","['whose', 'mind', 'chang', 'tonight', 'poll', 'presidentialdeb', 'presidentialdeb', 'trump', 'biden', 'harri', 'penc', 'elect', 'debat']","['whose', 'mind', 'changed', 'tonight', 'poll', 'presidentialdebate', 'presidentialdebate', 'trump', 'biden', 'harris', 'penny', 'election', 'debate']"
22,2020-10-23 02:44:42,La Luly Pop 🦄,"RT @teleSURtv: Para las próximas elecciones en #EEUU🇺🇸 existen 30 candidatos, sin embargo la atención se centra directamente en las fórmula…",RT teleSURtv Para las próximas elecciones en EEUU🇺🇸 existen  candidatos sin embargo la atención se centra directamente en las fórmula…,"['rt', 'telesurtv', 'para', 'las', 'próximas', 'elecciones', 'en', 'eeuu', 'existen', 'candidatos', 'sin', 'embargo', 'la', 'atención', 'se', 'centra', 'directamente', 'en', 'las', 'fórmula', '']","['rt', 'telesurtv', 'para', 'las', 'próximas', 'elecciones', 'en', 'eeuu', 'existen', 'candidatos', 'sin', 'embargo', 'la', 'atención', 'se', 'centra', 'directamente', 'en', 'las', 'fórmula', '']","['rt', 'telesurtv', 'para', 'la', 'próxima', 'eleccion', 'en', 'eeuu', 'existen', 'candidato', 'sin', 'embargo', 'la', 'atención', 'se', 'centra', 'directament', 'en', 'la', 'fórmula', '']","['rt', 'telesurtv', 'para', 'la', 'próximas', 'elecciones', 'en', 'eeuu', 'existen', 'candidatos', 'sin', 'embargo', 'la', 'atención', 'se', 'centrum', 'directamente', 'en', 'la', 'fórmula', '']"
23,2020-10-23 02:43:49,Gualberto Rodriguez,"RT @teleSURtv: Para las próximas elecciones en #EEUU🇺🇸 existen 30 candidatos, sin embargo la atención se centra directamente en las fórmula…",RT teleSURtv Para las próximas elecciones en EEUU🇺🇸 existen  candidatos sin embargo la atención se centra directamente en las fórmula…,"['rt', 'telesurtv', 'para', 'las', 'próximas', 'elecciones', 'en', 'eeuu', 'existen', 'candidatos', 'sin', 'embargo', 'la', 'atención', 'se', 'centra', 'directamente', 'en', 'las', 'fórmula', '']","['rt', 'telesurtv', 'para', 'las', 'próximas', 'elecciones', 'en', 'eeuu', 'existen', 'candidatos', 'sin', 'embargo', 'la', 'atención', 'se', 'centra', 'directamente', 'en', 'las', 'fórmula', '']","['rt', 'telesurtv', 'para', 'la', 'próxima', 'eleccion', 'en', 'eeuu', 'existen', 'candidato', 'sin', 'embargo', 'la', 'atención', 'se', 'centra', 'directament', 'en', 'la', 'fórmula', '']","['rt', 'telesurtv', 'para', 'la', 'próximas', 'elecciones', 'en', 'eeuu', 'existen', 'candidatos', 'sin', 'embargo', 'la', 'atención', 'se', 'centrum', 'directamente', 'en', 'la', 'fórmula', '']"
24,2020-10-23 02:43:38,Evergreen Action,This is the first time environmental justice has ever been discussed at a presidential debate. It's long overdue.… https://t.co/QoIWimAO35,This is the first time environmental justice has ever been discussed at a presidential debate Its long overdue… httpstcoQoIWimAO,"['this', 'is', 'the', 'first', 'time', 'environmental', 'justice', 'has', 'ever', 'been', 'discussed', 'at', 'a', 'presidential', 'debate', 'its', 'long', 'overdue', 'httpstcoqoiwimao']","['first', 'time', 'environmental', 'justice', 'ever', 'discussed', 'presidential', 'debate', 'long', 'overdue', 'httpstcoqoiwimao']","['first', 'time', 'environment', 'justic', 'ever', 'discuss', 'presidenti', 'debat', 'long', 'overdu', 'httpstcoqoiwimao']","['first', 'time', 'environmental', 'justice', 'ever', 'discussed', 'presidential', 'debate', 'long', 'overdue', 'httpstcoqoiwimao']"
